sentence_index	sentence
7517	Despite impeccable acting ... and a script that takes some rather unexpected -LRB- even , at times , preposterous -RRB- turns , Love is just too , too precious in the end .
7518	A TV style murder mystery with a few big screen moments -LRB- including one that seems to be made for a different film altogether -RRB- .
7519	By getting myself wrapped up in the visuals and eccentricities of many of the characters , I found myself confused when it came time to get to the heart of the movie .
7520	Too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance .
7521	Dilbert without the right-on satiric humor .
7522	Manages to show life in all of its banality when the intention is quite the opposite .
7523	Do not see this film .
7524	Minority Report is exactly what the title indicates , a report .
7525	Delivers the same old same old , tarted up with Latin flava and turned out by Hollywood playas .
7526	If you believe any of this , I can make you a real deal on leftover Enron stock that will double in value a week from Friday .
7527	To call The Other Side of Heaven `` appalling '' would be to underestimate just how dangerous entertainments like it can be .
7528	In exactly 89 minutes , most of which passed as slowly as if I 'd been sitting naked on an igloo , Formula 51 sank from quirky to jerky to utter turkey .
7529	If only the story about a multi-million dollar con bothered to include the con .
7530	I 'd have to say the star and director are the big problems here .
7531	Without the dark spookiness of Crystal Lake Camp , the horror concept completely loses its creepy menace .
7532	It 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication -LRB- and who knew they even had any ? -RRB- .
7533	While the Resident Evil games may have set new standards for thrills , suspense , and gore for video games , the movie really only succeeds in the third of these .
7534	For close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one .
7535	To my taste , the film 's comic characters come perilously close to being Amoses and Andys for a new generation .
7536	What the director ca n't do is make either of Val Kilmer 's two personas interesting or worth caring about .
7537	In an effort , I suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy-washy .
7538	It 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role .
7539	Harland Williams is so funny in drag he should consider permanent sex-reassignment .
7540	... nothing scary here except for some awful acting and lame special effects .
7541	It 's not that Kung Pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all Oedekerk 's impish augmentation .
7542	A very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction .
7543	Not an objectionable or dull film ; it merely lacks everything except good intentions .
7544	A science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left .
7545	Once -LRB- Kim -RRB- begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard .
7546	The words , ` Frankly , my dear , I do n't give a damn , ' have never been more appropriate .
7547	What 's next : `` My Mother the Car ? ''
7548	All the amped-up Tony Hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that .
7549	A sequel that 's much too big for its britches .
7550	So unremittingly awful that labeling it a dog probably constitutes cruelty to canines .
7551	What was once original has been co-opted so frequently that it now seems pedestrian .
7552	A perplexing example of promise unfulfilled , despite many charming moments .
7553	For all the writhing and wailing , tears , rage and opium overdoses , there 's no sense of actual passion being washed away in love 's dissolution .
7554	A coarse and stupid gross-out .
7555	a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes .
7556	Does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence .
7557	There 's something with potential here , but the movie decides , like Lavinia , to go the conservative route .
7558	It 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions .
7559	The stripped-down approach does give the film a certain timeless quality , but the measured pace and lack of dramatic inflection can also seem tedious .
7560	But the power of these -LRB- subjects -RRB- is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative .
7561	Rarely has so much money delivered so little entertainment .
7562	Tries to add some spice to its quirky sentiments but the taste is all too familiar .
7563	Paid In Full is so stale , in fact , that its most vibrant scene is one that uses clips from Brian De Palma 's Scarface .
7564	That 's a cheat .
7565	Harrison 's Flowers puts its heart in the right place , but its brains are in no particular place at all .
7566	This re-do is so dumb and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was railing against .
7567	A string of rehashed sight gags based in insipid vulgarity .
7568	The movie is Dawn of the Dead crossed with John Carpenter 's Ghosts of Mars , with zombies not as ghoulish as the first and trains not as big as the second .
7569	Basically a static series of semi-improvised -LRB- and semi-coherent -RRB- raps between the stars .
